Date 	Symbol 	Security Name 	Client Name 	Buy / Sell 	Quantity Traded 	Trade Price / Wght. Avg. Price 	Remarks 
02-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	SELL	"4,84,08,833"	17.67	-
02-Aug-23	RPOWER	Reliance Power Limited	JAINAM BROKING LIMITED	BUY	"1,95,13,599"	17.86	-
02-Aug-23	RPOWER	Reliance Power Limited	JAINAM BROKING LIMITED	SELL	"1,84,80,761"	17.89	-
02-Aug-23	RPOWER	Reliance Power Limited	PACE STOCK BROKING SERVICES PVT LTD	BUY	"2,55,48,011"	17.98	-
02-Aug-23	RPOWER	Reliance Power Limited	PACE STOCK BROKING SERVICES PVT LTD	SELL	"2,55,11,361"	17.99	-
02-Aug-23	RPOWER	Reliance Power Limited	QE SECURITIES	BUY	"2,70,76,389"	17.64	-
02-Aug-23	RPOWER	Reliance Power Limited	QE SECURITIES	SELL	"2,81,29,390"	17.69	-
02-Aug-23	SATIA	Satia Industries Limited	SDS COTTON PVT LTD	SELL	"5,10,000"	113.79	-
02-Aug-23	SCAPDVR	Stampede Capital Limited	KRISHNA PRAJAPAT	BUY	"3,00,000"	11.13	-
02-Aug-23	SYNOPTICS	Synoptics Technologies L	AJAY  SALVI	BUY	"81,000"	167.43	-
02-Aug-23	SYNOPTICS	Synoptics Technologies L	AJAY  SALVI	SELL	"80,400"	165.78	-
02-Aug-23	UNICHEMLAB	Unichem Laboratories Ltd.	IPCA LABORATORIES LIMITED	BUY	"2,35,01,440"	402.25	-
02-Aug-23	UNICHEMLAB	Unichem Laboratories Ltd.	PRAKASH AMRUT MODY	SELL	"2,35,01,440"	402.25	-
02-Aug-23	VINNY	Vinny Overseas Limited	ANTARA INDIA EVERGREEN FUND LTD	SELL	"15,00,000"	3.33	-
02-Aug-23	WEBELSOLAR	Websol Energy System Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"1,51,945"	101.91	-
02-Aug-23	WEBELSOLAR	Websol Energy System Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"2,11,946"	106.17	-
03-Aug-23	BLBLIMITED	BLB Limited	SILVERTOSS SHOPPERS PRIVATE LIMITED	SELL	"3,98,164"	19.49	-
03-Aug-23	CLOUD	Varanium Cloud Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	BUY	"2,27,000"	153	-
03-Aug-23	CLOUD	Varanium Cloud Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	SELL	"2,03,000"	166.53	-
03-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"1,42,483"	10.96	-
03-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"16,10,000"	11.19	-
03-Aug-23	DIL	Debock Industries Limited	ANNU BAIRWA	BUY	"7,29,205"	11.19	-
03-Aug-23	DIL	Debock Industries Limited	ANNU BAIRWA	SELL	"7,29,205"	11.18	-
03-Aug-23	DIL	Debock Industries Limited	BHIMABHAI JALANDHAR THAKOR	BUY	"10,30,000"	11.19	-
03-Aug-23	DIL	Debock Industries Limited	BHIMABHAI JALANDHAR THAKOR	SELL	"10,30,000"	11.21	-
03-Aug-23	DIL	Debock Industries Limited	DALJEETSINGH BHAMRAH	BUY	"10,30,001"	11.21	-
03-Aug-23	DIL	Debock Industries Limited	DALJEETSINGH BHAMRAH	SELL	"10,30,001"	11.22	-
03-Aug-23	DIL	Debock Industries Limited	E TRAV TECH LIMITED .	SELL	"20,00,000"	10.65	-
03-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	SELL	"9,06,199"	11.21	-
03-Aug-23	DIL	Debock Industries Limited	ESAAR INDIA LTD	BUY	"10,00,000"	11.21	-
03-Aug-23	DIL	Debock Industries Limited	MITHANI INVESTMENT AND TRADING PRIVATE LIMITED	BUY	"11,32,496"	11.19	-
03-Aug-23	DIL	Debock Industries Limited	MITHANI INVESTMENT AND TRADING PRIVATE LIMITED	SELL	"11,32,496"	11.18	-
03-Aug-23	DIL	Debock Industries Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"15,00,000"	10.65	-
03-Aug-23	DIL	Debock Industries Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"15,00,000"	11.08	-
03-Aug-23	DIL	Debock Industries Limited	NAVINCHANDRA RAMJIBHAI CHAUHAN	BUY	"40,00,000"	11.19	-
03-Aug-23	DIL	Debock Industries Limited	NITIN BABUBHAI GODHA	BUY	"10,50,000"	11.21	-
03-Aug-23	DIL	Debock Industries Limited	NITIN BABUBHAI GODHA	SELL	"10,50,000"	11.21	-
03-Aug-23	DIL	Debock Industries Limited	PAULOMI KETAN DOSHI	SELL	"11,54,716"	11.2	-
03-Aug-23	DIL	Debock Industries Limited	ROHITKUMAR KANAIYALAL DATANIYA	BUY	"10,50,000"	11.22	-
03-Aug-23	DIL	Debock Industries Limited	ROHITKUMAR KANAIYALAL DATANIYA	SELL	"10,50,000"	11.21	-
03-Aug-23	GEPIL	GE Power India Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"4,92,649"	186.23	-
03-Aug-23	GEPIL	GE Power India Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"4,92,649"	186.26	-
03-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	BUY	"47,03,497"	156.91	-
03-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	SELL	"44,88,732"	156.78	-
03-Aug-23	JSWISPL	JSW Ispat Spe Pro Ltd	GLOBE CAPITAL MARKET LTD.	BUY	"3,35,054"	37.83	-
03-Aug-23	JSWISPL	JSW Ispat Spe Pro Ltd	GLOBE CAPITAL MARKET LTD.	SELL	"49,94,169"	37.85	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"4,77,174"	194.53	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"4,77,174"	195.13	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	HIRA LAL GALERA	BUY	"1,70,100"	195.25	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	HIRA LAL GALERA	SELL	"1,70,100"	194.08	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	HRTI PRIVATE LIMITED	BUY	"1,85,566"	191.23	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	HRTI PRIVATE LIMITED	SELL	"1,94,364"	190.38	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	SAINT CAPITAL FUND	BUY	"3,50,000"	196	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	SW CAPITAL PRIVATE LIMITED	BUY	"2,45,296"	198.83	-
03-Aug-23	KAMOPAINTS	Kamdhenu Ventures Limited	SW CAPITAL PRIVATE LIMITED	SELL	"2,54,230"	190.63	-
03-Aug-23	MOLDTECH	Mold-Tek Technologies Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,44,716"	309.08	-
03-Aug-23	MOLDTECH	Mold-Tek Technologies Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,44,716"	309.05	-
03-Aug-23	MPSLTD	MPS Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,59,415"	"1,498.38"	-
03-Aug-23	MPSLTD	MPS Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,59,415"	"1,498.74"	-
03-Aug-23	PPL	Prakash Pipes Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,82,869"	213.61	-
03-Aug-23	PPL	Prakash Pipes Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,82,869"	213.34	-
03-Aug-23	PPL	Prakash Pipes Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"1,29,531"	220.51	-
03-Aug-23	PPL	Prakash Pipes Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"1,29,659"	220.69	-
03-Aug-23	RHFL	Reliance Home Finance Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"40,14,000"	2.97	-
03-Aug-23	RHFL	Reliance Home Finance Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"40,39,902"	2.98	-
03-Aug-23	RHFL	Reliance Home Finance Ltd	RELIANCE CAPITAL LTD	SELL	"78,15,418"	2.97	-
03-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	BUY	"4,02,06,729"	17.79	-
03-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	SELL	"4,07,45,524"	17.77	-
03-Aug-23	SARVESHWAR	Sarveshwar Foods Limited	AG DYNAMIC FUNDS LIMITED	SELL	"2,24,000"	122.5	-
03-Aug-23	SARVESHWAR	Sarveshwar Foods Limited	SAWARNBHUMI VANIJYA PRIVATE LIMITED	BUY	"2,89,986"	122.57	-
03-Aug-23	SARVESHWAR	Sarveshwar Foods Limited	SAWARNBHUMI VANIJYA PRIVATE LIMITED	SELL	"2,27,600"	123.3	-
03-Aug-23	UFO	UFO Moviez India Ltd.	BONANZA COMMODITY BROKERS PRIVATE LIMITED	BUY	"5,06,942"	97.6	-
03-Aug-23	UFO	UFO Moviez India Ltd.	BONANZA COMMODITY BROKERS PRIVATE LIMITED	SELL	"3,81,794"	100.36	-
03-Aug-23	UFO	UFO Moviez India Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,93,799"	98.72	-
03-Aug-23	UFO	UFO Moviez India Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,93,799"	98.75	-
03-Aug-23	VAISHALI	Vaishali Pharma Limited	JAINAM BROKING LIMITED	BUY	"3,000"	139.5	-
03-Aug-23	VAISHALI	Vaishali Pharma Limited	JAINAM BROKING LIMITED	SELL	"2,00,000"	136.89	-
03-Aug-23	VAISHALI	Vaishali Pharma Limited	MAYADEVI K KABRA	BUY	"2,00,000"	136.9	-
03-Aug-23	VEDL	Vedanta Limited	COPTHALL MAURITIUS INVESTMENT LIMITED	BUY	"6,40,00,000"	258.5	-
03-Aug-23	VEDL	Vedanta Limited	COPTHALL MAURITIUS INVESTMENT LIMITED	BUY	"2,08,70,000"	258.5	-
03-Aug-23	VEDL	Vedanta Limited	SOCIETE GENERALE	BUY	"2,94,50,000"	258.5	-
03-Aug-23	VEDL	Vedanta Limited	TWIN STAR HOLDINGS LIMITED	SELL	"15,40,55,317"	258.55	-
03-Aug-23	VERTOZ	Vertoz Advertising Ltd	EBENE GLOBAL OPPORTUNITY FUND	BUY	"1,00,000"	271	-
03-Aug-23	VERTOZ	Vertoz Advertising Ltd	ERISKA INVESTMENT FUND LTD	BUY	"1,50,000"	269.33	-
03-Aug-23	VERTOZ	Vertoz Advertising Ltd	NAV CAPITAL VCC - NAV CAPITAL EMERGING STAR FUND	BUY	"75,000"	271	-
03-Aug-23	VISASTEEL	Visa Steel Limited	AYUSHMAT LTD .	BUY	"46,59,550"	16.45	-
03-Aug-23	VISASTEEL	Visa Steel Limited	ERISKA INVESTMENT FUND LTD	SELL	"56,00,000"	16.45	-
03-Aug-23	VMARCIND	V Marc India Limited	AGGARWAL SURBHI	SELL	"1,14,000"	99.6	-
03-Aug-23	YCCL	Yasons Chemex Care Ltd	SETU SECURITIES PVT LTD	BUY	"99,000"	32.2	-
04-Aug-23	AGRITECH	Agri-Tech (India) Limited	BYTES AND PIXELS FINSOFT LLP .	BUY	"52,122"	139.82	-
04-Aug-23	AGRITECH	Agri-Tech (India) Limited	BYTES AND PIXELS FINSOFT LLP .	SELL	"52,122"	140.21	-
04-Aug-23	AGRITECH	Agri-Tech (India) Limited	RAVIRAJ DEVELOPERS LTD	BUY	"41,024"	141.67	-
04-Aug-23	AGRITECH	Agri-Tech (India) Limited	SILVER LINE VENTURES PRIVATE LIMITED	BUY	"66,876"	138.58	-
04-Aug-23	AGRITECH	Agri-Tech (India) Limited	SILVER LINE VENTURES PRIVATE LIMITED	SELL	"81,876"	139.86	-
04-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	RAMESH CHEPURI	BUY	"9,00,004"	0.65	-
04-Aug-23	BURNPUR	Burnpur Cement Limited	PRITHVI  FINMART  PRIVATE LIMITED	BUY	"3,78,676"	5.32	-
04-Aug-23	BURNPUR	Burnpur Cement Limited	PRITHVI  FINMART  PRIVATE LIMITED	SELL	"4,40,389"	5.36	-
04-Aug-23	CYBERMEDIA	Cyber Media (India) Limit	AGARWAL RAVINDER KUMAR	SELL	"79,033"	15.14	-
04-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"6,22,314"	11.68	-
04-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"4,69,233"	11.54	-
04-Aug-23	DIL	Debock Industries Limited	CORE4 MARCOM PRIVATE LIMITED	SELL	"14,00,000"	11.75	-
04-Aug-23	DIXON	Dixon Techno (India) Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,22,666"	"4,673.66"	-
04-Aug-23	DIXON	Dixon Techno (India) Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,22,866"	"4,675.11"	-
04-Aug-23	DRONE	Drone Destination Limited	BHAVESHKUMAR NATVARLAL SHETH	BUY	"2,00,000"	138.73	-
04-Aug-23	DRONE	Drone Destination Limited	BHAVESHKUMAR NATVARLAL SHETH	SELL	"2,00,000"	138.73	-
04-Aug-23	DRONE	Drone Destination Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"7,54,000"	145.7	-
04-Aug-23	DRONE	Drone Destination Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"6,90,000"	143.49	-
04-Aug-23	ELGIRUBCO	Elgi Rubber Co. Ltd	DAMODAR PRASAD AGARWAL	SELL	"2,60,665"	50.34	-
04-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	BUY	"92,42,772"	21.04	-
04-Aug-23	HCC	Hindustan Construc Co.	HRTI PRIVATE LIMITED	SELL	"87,45,615"	21.1	-
04-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"37,44,077"	165.57	-
04-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"37,69,212"	165.64	-
04-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	BUY	"42,82,160"	165.34	-
04-Aug-23	IBULHSGFIN	Indiabulls Hsg Fin Ltd	HRTI PRIVATE LIMITED	SELL	"42,74,155"	165.55	-
04-Aug-23	NARMADA	Narmada Agrobase Limited	PINALBEN PRAKASHBHAI PATEL	BUY	"1,59,841"	21.49	-
04-Aug-23	NARMADA	Narmada Agrobase Limited	PINALBEN PRAKASHBHAI PATEL	SELL	"56,303"	21.99	-
04-Aug-23	PPL	Prakash Pipes Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"4,95,084"	238.69	-
04-Aug-23	PPL	Prakash Pipes Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"4,95,084"	238.7	-
04-Aug-23	PPL	Prakash Pipes Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"1,26,339"	238.58	-
04-Aug-23	PPL	Prakash Pipes Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"1,26,339"	238.72	-
04-Aug-23	PPL	Prakash Pipes Limited	QE SECURITIES	BUY	"1,27,423"	238.75	-
04-Aug-23	PPL	Prakash Pipes Limited	QE SECURITIES	SELL	"1,28,211"	238.71	-
04-Aug-23	RADIANTCMS	Radiant Cash Mgmt Ser Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"9,56,620"	107.86	-
04-Aug-23	RADIANTCMS	Radiant Cash Mgmt Ser Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"9,56,620"	107.99	-
04-Aug-23	RADIANTCMS	Radiant Cash Mgmt Ser Ltd	JAINAM BROKING LIMITED	BUY	"13,28,328"	105.13	-
04-Aug-23	RADIANTCMS	Radiant Cash Mgmt Ser Ltd	JAINAM BROKING LIMITED	SELL	"2,67,106"	110.28	-
04-Aug-23	RADIANTCMS	Radiant Cash Mgmt Ser Ltd	SOCIETE GENERALE	SELL	"19,61,045"	105.27	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	BUY	"43,91,640"	2.88	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	SELL	"3,06,102"	3	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"53,55,000"	2.82	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"55,62,000"	2.85	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"50,00,000"	2.8	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"3,659"	2.8	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	RELIANCE CAPITAL LTD	SELL	"2,42,00,000"	2.82	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	SAHASTRAA ADVISORS PRIVATE LIMITED	BUY	"1,05,81,843"	2.81	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	SAHASTRAA ADVISORS PRIVATE LIMITED	SELL	"1,05,81,843"	2.81	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	TOPGAIN FINANCE PRIVATE LIMITED	BUY	"24,40,000"	2.8	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	TOPGAIN FINANCE PRIVATE LIMITED	SELL	"5,00,000"	2.8	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	TRANSGLOBAL SECURITIES LTD	BUY	"26,52,595"	2.92	-
04-Aug-23	RHFL	Reliance Home Finance Ltd	TRANSGLOBAL SECURITIES LTD	SELL	"17,62,595"	2.86	-
04-Aug-23	RHL	Robust Hotels Limited	ENNDEE STOCKS PRIVATE LIMITED	SELL	"1,58,405"	109.34	-
04-Aug-23	RPOWER	Reliance Power Limited	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	BUY	"1,87,54,502"	18.8	-
04-Aug-23	RPOWER	Reliance Power Limited	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	SELL	"93,56,041"	18.75	-
04-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	BUY	"3,76,48,999"	18.82	-
04-Aug-23	RPOWER	Reliance Power Limited	HRTI PRIVATE LIMITED	SELL	"3,61,13,270"	18.8	-
04-Aug-23	RPOWER	Reliance Power Limited	QE SECURITIES	BUY	"1,94,60,344"	18.78	-
04-Aug-23	RPOWER	Reliance Power Limited	QE SECURITIES	SELL	"2,04,78,378"	18.81	-
04-Aug-23	SAHANA	Sahana System Limited	ANKIT MAHENDRABHAI PARLESHA	BUY	"1,00,000"	171.35	-
04-Aug-23	SAHANA	Sahana System Limited	ARUNIS ABODE LIMITED	SELL	"51,000"	173	-
04-Aug-23	SAHANA	Sahana System Limited	BSEL INFRASTRUCTURE REALTY LTD	SELL	"50,000"	154.66	-
04-Aug-23	SAHANA	Sahana System Limited	SHREEJI CAPITAL AND FINANCE LIMITED	SELL	"55,000"	172	-
04-Aug-23	SARVESHWAR	Sarveshwar Foods Limited	SAWARNBHUMI VANIJYA PRIVATE LIMITED	BUY	102	135.55	-
04-Aug-23	SARVESHWAR	Sarveshwar Foods Limited	SAWARNBHUMI VANIJYA PRIVATE LIMITED	SELL	"2,42,006"	135.55	-
04-Aug-23	SHRITECH	Shri Techtex Limited	SUNFLOWER BROKING PRIVATE LIMITED	SELL	"3,72,000"	85.2	-
04-Aug-23	SMLISUZU	SML Isuzu Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,25,931"	"1,219.91"	-
04-Aug-23	SMLISUZU	SML Isuzu Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,25,931"	"1,221.97"	-
04-Aug-23	SMLISUZU	SML Isuzu Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"73,785"	"1,223.67"	-
04-Aug-23	SMLISUZU	SML Isuzu Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"73,785"	"1,224.78"	-
04-Aug-23	SRPL-RE	Shree Ram Proteins Ltd	GOPAL SABHAPATHY REDDY	BUY	"39,43,675"	0.1	-
04-Aug-23	SRPL-RE	Shree Ram Proteins Ltd	TARA CAPITAL PARTNERS INDIA PRIVATE LIMITED	SELL	"46,37,003"	0.1	-
04-Aug-23	VETO	Veto Switchgear Cable Ltd	KRONE INVESTMENTS	BUY	"1,07,860"	120.32	-
04-Aug-23	VETO	Veto Switchgear Cable Ltd	KRONE INVESTMENTS	SELL	"72,408"	119.57	-
04-Aug-23	VIKASECO	Vikas EcoTech Limited	VISHWAS FINCAP SERVICES PRIVATE LIMITED	BUY	"65,56,984"	3.1	-
04-Aug-23	VIKASECO	Vikas EcoTech Limited	VISHWAS FINCAP SERVICES PRIVATE LIMITED	SELL	"52,08,748"	3.13	-
04-Aug-23	ZIMLAB	Zim Laboratories Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,00,211"	143.98	-
04-Aug-23	ZIMLAB	Zim Laboratories Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,00,211"	143.7	-
07-Aug-23	AARTECH	Aartech Solonics Limited	VEENA RAJESH SHAH	BUY	"1,10,205"	117.34	-
07-Aug-23	AARTECH	Aartech Solonics Limited	VEENA RAJESH SHAH	SELL	"1,45,259"	116.3	-
07-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	VIBRANT SECURITIES PVT. LTD	BUY	"10,20,214"	0.73	-
07-Aug-23	ANTGRAPHIC	Antarctica Graphics Ltd	VIBRANT SECURITIES PVT. LTD	SELL	"10,55,878"	0.74	-
07-Aug-23	BIRLACABLE	Birla Cable Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"5,67,076"	224.67	-
07-Aug-23	BIRLACABLE	Birla Cable Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"5,66,815"	225.35	-
07-Aug-23	BIRLACABLE	Birla Cable Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"2,11,268"	225.17	-
07-Aug-23	BIRLACABLE	Birla Cable Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"1,80,174"	225.27	-
07-Aug-23	BROOKS-RE	Brooks Lab Limited	AGARWAL GARGI	SELL	"9,375"	12.5	-
07-Aug-23	BROOKS-RE	Brooks Lab Limited	ARYAVARDHAN MODI	BUY	"9,966"	11.9	-
07-Aug-23	BROOKS-RE	Brooks Lab Limited	UDAY KIRAN JOGI	BUY	"21,300"	13.05	-
07-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"6,28,140"	11.74	-
07-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"7,95,630"	11.93	-
07-Aug-23	DIL	Debock Industries Limited	BHAMINI KAMAL PAREKH	BUY	"7,25,000"	11.6	-
07-Aug-23	DIL	Debock Industries Limited	BHAMINI KAMAL PAREKH	SELL	"78,504"	11.68	-
07-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	BUY	"5,71,314"	11.84	-
07-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	SELL	"5,71,314"	11.64	-
07-Aug-23	DIL	Debock Industries Limited	HAFIZA MOHAMED HASANFATTA	SELL	"15,00,000"	11.5	-
07-Aug-23	DIL	Debock Industries Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"17,49,149"	11.1	-
07-Aug-23	DIL	Debock Industries Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"2,99,149"	11	-
07-Aug-23	DIL	Debock Industries Limited	PRERNA PRADEEP AGARWAL	BUY	"6,00,000"	11.9	-
07-Aug-23	DIL	Debock Industries Limited	SETU SECURITIES PVT LTD	BUY	"6,67,821"	11.12	-
07-Aug-23	DIL	Debock Industries Limited	SETU SECURITIES PVT LTD	SELL	"6,67,821"	11.3	-
07-Aug-23	DIL	Debock Industries Limited	V JOSHI IMPEX PRIVATE LIMITED .	SELL	"16,00,000"	11.09	-
07-Aug-23	DLINKINDIA	D-Link India Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,86,346"	338.32	-
07-Aug-23	DLINKINDIA	D-Link India Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,86,346"	336.88	-
07-Aug-23	DRONE	Drone Destination Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	BUY	"1,90,000"	145.72	-
07-Aug-23	DRONE	Drone Destination Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"3,60,000"	145.67	-
07-Aug-23	DRONE	Drone Destination Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"4,24,000"	147.06	-
07-Aug-23	EUROBOND	Euro Panel Products Ltd	DIVYA PLY AGENCY PRIVATE LIMITED	BUY	"2,25,000"	135.08	-
07-Aug-23	EUROBOND	Euro Panel Products Ltd	VORA PRITESH PRAVINCHANDRA (HUF)	SELL	"1,78,000"	139	-
07-Aug-23	GATI	GATI Limited	EQUITY INTELLIGENCE INDIA PRIVATE LIMITED	BUY	"8,27,200"	151.54	-
07-Aug-23	HBLPOWER	HBL Power Systems Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"15,50,564"	227.7	-
07-Aug-23	HBLPOWER	HBL Power Systems Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"15,50,564"	227.71	-
07-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	ANANTH VUMMIDI	SELL	"29,850"	162.03	-
07-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	SETU SECURITIES PVT LTD	BUY	"34,305"	176.8	-
07-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	SETU SECURITIES PVT LTD	SELL	"27,883"	177.09	-
07-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	SHARMA SAVITRI	BUY	"30,000"	176.97	-
07-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	SILVER LINE VENTURES PRIVATE LIMITED	BUY	"53,465"	173.32	-
07-Aug-23	HISARMETAL	Hisar Metal Ind. Limited	SILVER LINE VENTURES PRIVATE LIMITED	SELL	"44,967"	175.96	-
07-Aug-23	KBCGLOBAL	KBC Global Limited	LTS INVESTMENT FUND LTD	BUY	"1,00,00,000"	2.6	-
07-Aug-23	KBCGLOBAL	KBC Global Limited	PRABHA RAMESHKUMAR GUPTA	SELL	"1,00,00,000"	2.6	-
07-Aug-23	KEERTI	Keerti Know & Skill Ltd.	UDAY RAMESH SHAH	SELL	"58,000"	62.6	-
07-Aug-23	NARMADA	Narmada Agrobase Limited	PINALBEN PRAKASHBHAI PATEL	SELL	"1,03,538"	20.7	-
07-Aug-23	NIRMAN	Nirman Agri Gentics Ltd	MOUNTAIN VENTURES	SELL	"33,600"	150.48	-
