Date 	Symbol 	Security Name 	Client Name 	Buy / Sell 	Quantity Traded 	Trade Price / Wght. Avg. Price 	Remarks 
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"11,86,884"	43.1	-
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	HRTI PRIVATE LIMITED	BUY	"13,27,805"	43.21	-
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	HRTI PRIVATE LIMITED	SELL	"13,93,837"	42.63	-
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	STOCK VERTEX VENTURES	BUY	"11,94,883"	46.8	-
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	STOCK VERTEX VENTURES	SELL	"11,94,883"	46.65	-
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"27,32,599"	46.51	-
17-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"25,82,599"	46.64	-
17-Aug-23	DBREALTY	D B Realty Limited	ABHAY SHYAMSUNDER  CHANDAK	SELL	"20,00,000"	123	-
17-Aug-23	DBREALTY	D B Realty Limited	ADITYA S CHANDAK	SELL	"20,00,000"	123	-
17-Aug-23	DBREALTY	D B Realty Limited	AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED	BUY	"20,00,000"	123	-
17-Aug-23	DBREALTY	D B Realty Limited	AUTHUM INVESTMENT AND INFRASTRUCTURE LIMITED	BUY	"20,00,000"	123	-
17-Aug-23	DBREALTY	D B Realty Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"19,68,886"	129.25	-
17-Aug-23	DBREALTY	D B Realty Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"19,68,886"	129.19	-
17-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	BUY	"3,63,250"	11.16	-
17-Aug-23	DIL	Debock Industries Limited	ESAAR (INDIA) LIMITED	SELL	"6,95,540"	11.43	-
17-Aug-23	DPWIRES	D P Wires Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"77,949"	634.92	-
17-Aug-23	DPWIRES	D P Wires Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"77,949"	633.47	-
17-Aug-23	DREDGECORP	Dredging Corporation of I	GRAVITON RESEARCH CAPITAL LLP	BUY	"1,54,208"	430.53	-
17-Aug-23	DREDGECORP	Dredging Corporation of I	GRAVITON RESEARCH CAPITAL LLP	SELL	"1,54,208"	430.45	-
17-Aug-23	GRSE	Garden Reach Ship	GRAVITON RESEARCH CAPITAL LLP	BUY	"7,34,490"	801.6	-
17-Aug-23	GRSE	Garden Reach Ship	GRAVITON RESEARCH CAPITAL LLP	SELL	"7,34,490"	802.1	-
17-Aug-23	JAICORPLTD	Jai Corp Limited	GAGANDEEP CONSULTANCY PRIVATE LIMITED	BUY	"10,00,000"	199.7	-
17-Aug-23	KOTARISUG	Kothari Sugars And Chemic	GRAVITON RESEARCH CAPITAL LLP	BUY	"5,55,348"	60.16	-
17-Aug-23	KOTARISUG	Kothari Sugars And Chemic	GRAVITON RESEARCH CAPITAL LLP	SELL	"5,55,348"	60.25	-
17-Aug-23	MACPOWER	Macpower CNC Machines Ltd	MASSACHUSETTS INSTITUTE OF TECHNOLOGY	SELL	"2,47,846"	217.91	-
17-Aug-23	MACPOWER	Macpower CNC Machines Ltd	URMILADEVI TAPARIA	BUY	"1,00,000"	218	-
17-Aug-23	MEGASTAR	Megastar Foods Limited	CHANAKYA OPPORTUNITIES FUND I	BUY	"1,00,000"	281	-
17-Aug-23	NOIDATOLL	Noida Toll Bridge Company	SETU SECURITIES PVT LTD	BUY	"10,97,938"	7.99	-
17-Aug-23	NOIDATOLL	Noida Toll Bridge Company	SETU SECURITIES PVT LTD	SELL	"10,12,438"	7.98	-
17-Aug-23	ORIENTPPR	Orient Paper & Ind Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"11,16,690"	47.73	-
17-Aug-23	ORIENTPPR	Orient Paper & Ind Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"11,16,690"	47.8	-
17-Aug-23	PENTAGOLD	Penta Gold Limited	KRITI JAIN	SELL	"1,45,800"	26.45	-
17-Aug-23	PENTAGOLD	Penta Gold Limited	MOKSH FINVEST & ADVISORS LLP	BUY	"1,45,800"	26.45	-
17-Aug-23	PERFECT	Perfect Infraengineer Ltd	CHIMANSHU	BUY	"1,14,000"	24.4	-
17-Aug-23	PERFECT	Perfect Infraengineer Ltd	CHIMANSHU	SELL	"1,14,000"	24.34	-
17-Aug-23	PRAKASHSTL	Prakash Steelage Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"14,83,552"	6.76	-
17-Aug-23	PRAKASHSTL	Prakash Steelage Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"15,65,443"	6.79	-
17-Aug-23	RHFL	Reliance Home Finance Ltd	ALGOQUANT FINANCIALS LLP	BUY	"20,00,000"	1.7	-
17-Aug-23	RHFL	Reliance Home Finance Ltd	ALGOQUANT FINANCIALS LLP	SELL	"25,94,040"	1.7	-
17-Aug-23	RHFL	Reliance Home Finance Ltd	MONEYCREW FINTEC PRIVATE LIMITED	SELL	"25,00,000"	1.7	-
17-Aug-23	RIIL	Reliance Indl Infra Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,11,879"	"1,014.66"	-
17-Aug-23	RIIL	Reliance Indl Infra Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,11,879"	"1,014.52"	-
17-Aug-23	ROTO	Roto Pumps Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,10,911"	369.48	-
17-Aug-23	ROTO	Roto Pumps Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,10,911"	369.77	-
17-Aug-23	SAHANA	Sahana System Limited	AJAY  SALVI	BUY	"1,56,000"	157.12	-
17-Aug-23	SAHANA	Sahana System Limited	AJAY  SALVI	SELL	"2,02,000"	168.89	-
17-Aug-23	SAHANA	Sahana System Limited	ARJUN KISHORBHAI BHUT	BUY	"88,000"	169.76	-
17-Aug-23	SAHANA	Sahana System Limited	PANKAJKUMAR JAYANTILAL PATEL	BUY	"1,19,000"	168.11	-
17-Aug-23	SAHANA	Sahana System Limited	RIKHAV SECURITIES LIMITED	SELL	"1,27,000"	154.2	-
17-Aug-23	SAKHTISUG	Sakthi Sugars Ltd.	ASSET RECONSTRUCTION COMPANY INDIA LIMITED	SELL	"17,00,000"	27.33	-
17-Aug-23	SALZERELEC	Salzer Electronics Ltd.	GRAVITON RESEARCH CAPITAL LLP	BUY	"98,183"	391.66	-
17-Aug-23	SALZERELEC	Salzer Electronics Ltd.	GRAVITON RESEARCH CAPITAL LLP	SELL	"98,183"	392.55	-
17-Aug-23	SALZERELEC	Salzer Electronics Ltd.	SHALU  AGGARWAL	BUY	"1,41,713"	398.01	-
17-Aug-23	SANGANI	Sangani Hospitals Limited	B.W.TRADERS	BUY	"3,66,000"	43.09	-
17-Aug-23	SANGANI	Sangani Hospitals Limited	JAYESH BALDEV PATEL	BUY	"90,000"	44	-
17-Aug-23	SANGANI	Sangani Hospitals Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"90,000"	43.2	-
17-Aug-23	SECURCRED	SecUR Credentials Limited	PRERNA PRADEEP AGARWAL	SELL	"2,50,000"	19.37	-
17-Aug-23	SECURCRED	SecUR Credentials Limited	RAHUL  BELWALKAR	SELL	"3,37,000"	19.5	-
17-Aug-23	TBZ	Trib Bhimji Zaveri Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"4,03,426"	106.71	-
17-Aug-23	TBZ	Trib Bhimji Zaveri Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"4,03,426"	106.73	-
17-Aug-23	TEXMOPIPES	Texmo Pipe & Products Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"76,500"	86.39	-
17-Aug-23	TEXMOPIPES	Texmo Pipe & Products Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"1,60,000"	86.13	-
17-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	BUY	"4,65,939"	100.31	-
17-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	SELL	"5,05,939"	100.2	-
17-Aug-23	UMANGDAIRY	Umang Dairies Limited	VIJIT TRADING	BUY	"1,32,167"	80.14	-
17-Aug-23	UMANGDAIRY	Umang Dairies Limited	VIJIT TRADING	SELL	"87,167"	80.95	-
17-Aug-23	VIKASLIFE	Vikas Lifecare Limited	ACHINTYA SECURITIES PRIVATE LIMITED	BUY	"71,86,253"	3.82	-
17-Aug-23	VIKASLIFE	Vikas Lifecare Limited	ACHINTYA SECURITIES PRIVATE LIMITED	SELL	"73,65,854"	3.89	-
17-Aug-23	VIKASLIFE	Vikas Lifecare Limited	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"97,56,000"	3.83	-
17-Aug-23	VIKASLIFE	Vikas Lifecare Limited	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"1,26,81,000"	3.83	-
17-Aug-23	VINSYS	Vinsys IT Services Ind Lt	MANSI SHARE AND STOCK ADVISORS PVT LTD	BUY	"1,00,000"	186.65	-
17-Aug-23	VINSYS	Vinsys IT Services Ind Lt	MANSI SHARE AND STOCK ADVISORS PVT LTD	SELL	"50,000"	199.59	-
17-Aug-23	VINSYS	Vinsys IT Services Ind Lt	SANDEEP SINGH	BUY	"80,000"	196.79	-
17-Aug-23	VINSYS	Vinsys IT Services Ind Lt	VORA FINANCIAL SERVICES PVT LTD	SELL	"1,20,000"	195.23	-
17-Aug-23	YUDIZ	Yudiz Solutions Limited	ABSOLUTE RETURNS SCHEME	SELL	"1,06,400"	184.64	-
17-Aug-23	YUDIZ	Yudiz Solutions Limited	MANSI SHARE AND STOCK ADVISORS PVT LTD	BUY	"64,000"	185	-
17-Aug-23	YUDIZ	Yudiz Solutions Limited	RAJASTHAN GLOBAL SECURITIES PVT LTD	SELL	"1,47,200"	185	-
17-Aug-23	YUDIZ	Yudiz Solutions Limited	SILVERTOSS SHOPPERS PRIVATE LIMITED	BUY	"62,400"	181	-
18-Aug-23	ASIANTILES	Asian Granito India Limit	GRAVITON RESEARCH CAPITAL LLP	BUY	"8,36,548"	54.36	-
18-Aug-23	ASIANTILES	Asian Granito India Limit	GRAVITON RESEARCH CAPITAL LLP	SELL	"8,36,548"	54.43	-
18-Aug-23	ATALREAL	Atal Realtech Limited	KAUSHIK MAHESHBHAI WAGHELA	SELL	"86,370"	138.02	-
18-Aug-23	ATALREAL	Atal Realtech Limited	RAMAN TALWAR	BUY	"2,39,811"	139.33	-
18-Aug-23	ATALREAL	Atal Realtech Limited	VISHAL MAHESH WAGHELA	SELL	"77,782"	138.15	-
18-Aug-23	ATALREAL	Atal Realtech Limited	YELLOWSTONE VENTURES LLP	BUY	"1,47,000"	138.16	-
18-Aug-23	ATALREAL	Atal Realtech Limited	YELLOWSTONE VENTURES LLP	SELL	"1,46,000"	139.38	-
18-Aug-23	AURDIS	Aurangabad Distillery Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"95,000"	209.5	-
18-Aug-23	AURDIS	Aurangabad Distillery Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"34,000"	209.72	-
18-Aug-23	BFINVEST	BF Investment Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,24,626"	489.45	-
18-Aug-23	BFINVEST	BF Investment Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,24,626"	490.01	-
18-Aug-23	BFUTILITIE	BF Utilities Limited	VED PRAKASH AGARWAL	BUY	"2,21,000"	595.64	-
18-Aug-23	BFUTILITIE	BF Utilities Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"2,96,187"	612.81	-
18-Aug-23	BFUTILITIE	BF Utilities Limited	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"3,62,830"	610.15	-
18-Aug-23	BLAL	BEML Land Assets Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,74,633"	183.9	-
18-Aug-23	BLAL	BEML Land Assets Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,74,633"	184.23	-
18-Aug-23	COCHINSHIP	Cochin Shipyard Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"12,94,224"	869.61	-
18-Aug-23	COCHINSHIP	Cochin Shipyard Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"12,94,224"	870.12	-
18-Aug-23	COCHINSHIP	Cochin Shipyard Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"6,85,895"	874.8	-
18-Aug-23	COCHINSHIP	Cochin Shipyard Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"6,85,895"	875.23	-
18-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"13,17,096"	46.18	-
18-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"13,17,096"	46.38	-
18-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	HRTI PRIVATE LIMITED	BUY	"19,22,722"	46	-
18-Aug-23	COFFEEDAY	Coffee Day Enterprise Ltd	HRTI PRIVATE LIMITED	SELL	"19,20,100"	46.26	-
18-Aug-23	CONCORDBIO	Concord Biotech Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"7,35,455"	935.17	-
18-Aug-23	CONCORDBIO	Concord Biotech Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"7,35,455"	935.55	-
18-Aug-23	CONCORDBIO	Concord Biotech Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"11,31,896"	930.12	-
18-Aug-23	CONCORDBIO	Concord Biotech Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"11,31,896"	930.55	-
18-Aug-23	CONCORDBIO	Concord Biotech Limited	NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL	BUY	"8,99,037"	900.05	-
18-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	BUY	"9,09,944"	11.74	-
18-Aug-23	DIL	Debock Industries Limited	A S CONFIN PRIVATE LIMITED	SELL	"9,09,944"	11.68	-
18-Aug-23	EIFFL	Euro (I) Fresh Foods Ltd	JAINAM BROKING LIMITED	BUY	"9,85,442"	141.42	-
18-Aug-23	EIFFL	Euro (I) Fresh Foods Ltd	M/S. PRARTHANA ENTERPRISES	SELL	"9,65,442"	141.25	-
18-Aug-23	GMMPFAUDLR	GMM Pfaudler Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,88,139"	"1,472.35"	-
18-Aug-23	GMMPFAUDLR	GMM Pfaudler Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,88,139"	"1,475.55"	-
18-Aug-23	HINDOILEXP	Hind. Oil Exploration	GRAVITON RESEARCH CAPITAL LLP	BUY	"11,53,055"	180.31	-
18-Aug-23	HINDOILEXP	Hind. Oil Exploration	GRAVITON RESEARCH CAPITAL LLP	SELL	"11,53,055"	180.03	-
18-Aug-23	INDOTECH	Indo Tech Transformers Li	VORA FINANCIAL SERVICES PVT LTD	SELL	"75,500"	389.37	-
18-Aug-23	IRIS	Iris Business Serv Ltd	ASHOK KUMAR JAIN	BUY	"1,00,000"	121.47	-
18-Aug-23	JAICORPLTD	Jai Corp Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"17,81,084"	211.74	-
18-Aug-23	JAICORPLTD	Jai Corp Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"17,81,084"	211.87	-
18-Aug-23	LGHL	Laxmi Goldorna House Ltd	HARSHA DEEPAK GAJJAR	SELL	"2,64,000"	34.02	-
18-Aug-23	LGHL	Laxmi Goldorna House Ltd	MONABEN PRAKASHKUMAR SHAH	BUY	"1,52,000"	34	-
18-Aug-23	LGHL	Laxmi Goldorna House Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"1,12,000"	34.05	-
18-Aug-23	MACPOWER	Macpower CNC Machines Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"51,869"	234.88	-
18-Aug-23	MACPOWER	Macpower CNC Machines Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"51,869"	234.25	-
18-Aug-23	MACPOWER	Macpower CNC Machines Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	BUY	"64,001"	252.82	-
18-Aug-23	MACPOWER	Macpower CNC Machines Ltd	YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .	SELL	"61,553"	252.58	-
18-Aug-23	MEGASOFT	Megasoft Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"3,86,994"	53.52	-
18-Aug-23	MEGASOFT	Megasoft Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"3,86,994"	53.6	-
18-Aug-23	MUKTAARTS	Mukta Arts Ltd	INDRA KIRAN VENTURES	BUY	"1,33,820"	61.92	-
18-Aug-23	MUKTAARTS	Mukta Arts Ltd	INDRA KIRAN VENTURES	SELL	"1,13,059"	61.57	-
18-Aug-23	ORIANA	Oriana Power Limited	VORA FINANCIAL SERVICES PVT LTD	SELL	"1,18,800"	284.1	-
18-Aug-23	PENTAGOLD	Penta Gold Limited	KRITI JAIN	SELL	"78,000"	25.15	-
18-Aug-23	PENTAGOLD	Penta Gold Limited	MOKSH FINVEST & ADVISORS LLP	BUY	"78,000"	25.15	-
18-Aug-23	PRAKASHSTL	Prakash Steelage Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	BUY	"20,98,077"	6.12	-
18-Aug-23	PRAKASHSTL	Prakash Steelage Ltd	HI GROWTH CORPORATE SERVICES PVT LTD	SELL	"22,12,277"	6.14	-
18-Aug-23	PREMEXPLN	Premier Explosives Ltd	JAINAM BROKING LIMITED	SELL	"60,000"	"1,059.70"	-
18-Aug-23	PREMEXPLN	Premier Explosives Ltd	SETU SECURITIES PVT LTD	BUY	"60,000"	"1,059.70"	-
18-Aug-23	RADHIKAJWE	Radhika Jeweltech Limited	SKSE SECURITIES LTD	BUY	"2,78,832"	35.3	-
18-Aug-23	RADHIKAJWE	Radhika Jeweltech Limited	SKSE SECURITIES LTD	SELL	"6,51,680"	35.05	-
18-Aug-23	RHFL	Reliance Home Finance Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"37,65,959"	1.85	-
18-Aug-23	RICHA	Richa Info Systems Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"22,000"	57.9	-
18-Aug-23	RICHA	Richa Info Systems Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"8,000"	61.65	-
18-Aug-23	RIIL	Reliance Indl Infra Ltd	AAKRAYA RESEARCH LLP	BUY	"78,848"	"1,040.71"	-
18-Aug-23	RIIL	Reliance Indl Infra Ltd	AAKRAYA RESEARCH LLP	SELL	"78,848"	"1,040.76"	-
18-Aug-23	RIIL	Reliance Indl Infra Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,80,709"	"1,043.70"	-
18-Aug-23	RIIL	Reliance Indl Infra Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,80,709"	"1,043.85"	-
18-Aug-23	RIIL	Reliance Indl Infra Ltd	QE SECURITIES LLP	BUY	"92,484"	"1,040.83"	-
18-Aug-23	RIIL	Reliance Indl Infra Ltd	QE SECURITIES LLP	SELL	"97,384"	"1,041.26"	-
18-Aug-23	RKEC	RKEC Projects Limited	GARAPATI RADHAKRISHNA	SELL	"1,50,000"	61.26	-
18-Aug-23	SANGANI	Sangani Hospitals Limited	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"90,000"	39.75	-
18-Aug-23	SECURCRED	SecUR Credentials Limited	VIKRAMKUMAR KARANRAJ SAKARIA HUF DAKSH CORPORATION	BUY	"2,10,430"	18.94	-
18-Aug-23	SECURCRED	SecUR Credentials Limited	VIKRAMKUMAR KARANRAJ SAKARIA HUF DAKSH CORPORATION	SELL	"2,09,415"	18.95	-
18-Aug-23	SHRIRAMPPS	Shriram Properties Ltd	SAMMYS DREAMLAND CO PRIVATE LIMITED	SELL	"10,23,610"	73.46	-
18-Aug-23	SJS	SJS Enterprises Limited	ASHISH KACHOLIA	SELL	"1,80,489"	640.01	-
18-Aug-23	SOUTHBANK	South Indian Bank Ltd.	HRTI PRIVATE LIMITED	BUY	"1,92,74,436"	22.81	-
18-Aug-23	SOUTHBANK	South Indian Bank Ltd.	HRTI PRIVATE LIMITED	SELL	"1,89,56,081"	22.83	-
18-Aug-23	SOUTHBANK	South Indian Bank Ltd.	JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED	BUY	"1,36,71,508"	22.82	-
18-Aug-23	SOUTHBANK	South Indian Bank Ltd.	JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED	SELL	"1,36,71,508"	22.85	-
18-Aug-23	SSFL	Srivari Spices N Foods L	BHARAT KUMAR SOMCHAND SHAH	BUY	"57,000"	101.5	-
18-Aug-23	SSFL	Srivari Spices N Foods L	MOUNTAIN VENTURES	BUY	"60,000"	106.24	-
18-Aug-23	SSFL	Srivari Spices N Foods L	NIKUNJ STOCK BROKERS LTD	SELL	"1,08,000"	101.5	-
18-Aug-23	SSFL	Srivari Spices N Foods L	SHRIPAL V VORA (HUF)	BUY	"1,11,000"	106.55	-
18-Aug-23	SSFL	Srivari Spices N Foods L	SPRING VENTURES	BUY	"60,000"	106.55	-
18-Aug-23	SWSOLAR	Strlng & Wil Ren Ene Ltd	KHURSHED YAZDI DARUVALA	SELL	"10,00,000"	345.34	-
18-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	BUY	"8,54,589"	99.79	-
18-Aug-23	TFCILTD	Tourism Finance Corp	CRONY VYAPAR PVT LTD	SELL	"6,90,925"	99.66	-
18-Aug-23	TREL	Transindia Real Estate L	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"19,00,000"	28.05	-
18-Aug-23	TRF	TRF Limited	GRAVITON RESEARCH CAPITAL LLP	BUY	"2,68,429"	208.54	-
18-Aug-23	TRF	TRF Limited	GRAVITON RESEARCH CAPITAL LLP	SELL	"2,68,429"	208.72	-
18-Aug-23	TRF	TRF Limited	KARISHMA DILIP BHATIA	BUY	"95,875"	214.07	-
18-Aug-23	TRF	TRF Limited	KARISHMA DILIP BHATIA	SELL	"22,689"	220.6	-
18-Aug-23	TRF	TRF Limited	MAHESHWARI SHARE AND STOCK BROKERS PVT LTD	SELL	"1,11,571"	208.89	-
18-Aug-23	TRF	TRF Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"81,617"	214.02	-
18-Aug-23	TRF	TRF Limited	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"81,617"	214.16	-
18-Aug-23	TRF	TRF Limited	QE SECURITIES LLP	BUY	"1,00,086"	212.73	-
18-Aug-23	TRF	TRF Limited	QE SECURITIES LLP	SELL	"98,939"	213.11	-
18-Aug-23	TRF	TRF Limited	SILVER LINE VENTURES PRIVATE LIMITED	BUY	"72,031"	213.5	-
18-Aug-23	TRF	TRF Limited	SILVER LINE VENTURES PRIVATE LIMITED	SELL	"85,031"	215.46	-
18-Aug-23	UGROCAP	Ugro Capital Limited	AVANEESH TRADING PRIVATE LIMITED	SELL	"6,40,054"	305.01	-
18-Aug-23	UGROCAP	Ugro Capital Limited	FOUNDERS COLLECTIVE FUND	BUY	"10,00,000"	305	-
18-Aug-23	VAISHALI	Vaishali Pharma Limited	JAINAM BROKING LIMITED	BUY	"2,25,821"	130.25	-
18-Aug-23	VAISHALI	Vaishali Pharma Limited	M/S. PRARTHANA ENTERPRISES	SELL	"2,24,821"	130.25	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	AAKRAYA RESEARCH LLP	BUY	"1,30,694"	137.56	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	AAKRAYA RESEARCH LLP	SELL	"1,30,694"	137.62	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	BUY	"1,44,632"	138.64	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED	SELL	"1,24,074"	139.62	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	BUY	"6,28,303"	137.14	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	GRAVITON RESEARCH CAPITAL LLP	SELL	"6,28,303"	137.14	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	HRTI PRIVATE LIMITED	BUY	"1,28,864"	136.02	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	HRTI PRIVATE LIMITED	SELL	"1,21,947"	136.42	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	JAINAM BROKING LIMITED	BUY	"2,52,926"	136.83	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	JAINAM BROKING LIMITED	SELL	"2,37,405"	136.1	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	KRONE INVESTMENTS	BUY	"1,28,316"	134.76	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	KRONE INVESTMENTS	SELL	"1,28,316"	132.96	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	NK SECURITIES RESEARCH PRIVATE LIMITED	BUY	"1,11,089"	139.02	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	NK SECURITIES RESEARCH PRIVATE LIMITED	SELL	"1,11,089"	139.09	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	QE SECURITIES LLP	BUY	"1,65,901"	137.7	-
18-Aug-23	VETO	Veto Switchgear Cable Ltd	QE SECURITIES LLP	SELL	"1,66,522"	137.15	-
18-Aug-23	VINSYS	Vinsys IT Services Ind Lt	MANSI SHARE AND STOCK ADVISORS PVT LTD	SELL	"1,00,000"	214.73	-
18-Aug-23	VISHAL	Vishal Fabrics Limited	SUSHIL PANDIT	SELL	"3,52,777"	15.17	-
18-Aug-23	YATHARTH	Yatharth Hosp & Tra C S L	GRAVITON RESEARCH CAPITAL LLP	BUY	"6,19,003"	339.55	-
18-Aug-23	YATHARTH	Yatharth Hosp & Tra C S L	GRAVITON RESEARCH CAPITAL LLP	SELL	"6,19,003"	340.07	-
18-Aug-23	YUDIZ	Yudiz Solutions Limited	WAYBROAD TRADING PRIVATE LIMITED	BUY	"96,000"	172.35	-
18-Aug-23	ZEAL	Zeal Global Services Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	BUY	"98,400"	185.62	-
18-Aug-23	ZEAL	Zeal Global Services Ltd	MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED	SELL	"10,800"	185.6	-
18-Aug-23	ZOTA	Zota Health Care Limited	JAINAM BROKING LIMITED	BUY	"3,07,722"	465.71	-
18-Aug-23	ZOTA	Zota Health Care Limited	JAINAM BROKING LIMITED	SELL	"8,024"	488.67	-
18-Aug-23	ZOTA	Zota Health Care Limited	M/S. PRARTHANA ENTERPRISES	SELL	"3,04,514"	465.55	-
21-Aug-23	ASIANTILES	Asian Granito India Limit	SALSET VINIMAY PVT.LTD.	SELL	"10,00,000"	54.65	-
